rank,category,racename,race_id,rider_name,rider_id,points,jpp,date,ploegleider
7,2.PS,"Vuelta a San Juan, General classification",40873,EVENEPOEL Remco,28377,0,14,2023-01-29,Roy
8,2.PS,"Vuelta a San Juan, General classification",40873,VERMAERKE Kevin,29332,0,12,2023-01-29,-
9,2.PS,"Vuelta a San Juan, General classification",40873,RICCITELLO Matthew,31559,0,10,2023-01-29,-
10,2.PS,"Vuelta a San Juan, General classification",40873,SIMMONS Quinn,30666,0,8,2023-01-29,Bram
1,2.PSs,"Vuelta a San Juan, Stage 7 : San Juan - San Juan",40872,WELSFORD Samuel,23517,0.3,0,2023-01-29,PB
1,2.1,"La Tropicale Amissa Bongo, General classification",40887,SOUPE Geoffrey,13560,2,0,2023-01-29,-
2,2.1,"La Tropicale Amissa Bongo, General classification",40887,AMARI Hamza,32533,0.3,0,2023-01-29,-
3,2.1,"La Tropicale Amissa Bongo, General classification",40887,ROUGIER-LAGANE Christopher,24393,0.1,0,2023-01-29,-
1,1.1,GP La Marseillaise,40903,POWLESS Neilson,24902,2,0,2023-01-29,Harry
2,1.1,GP La Marseillaise,40903,FERRON Valentin,28375,0.3,0,2023-01-29,-
3,1.1,GP La Marseillaise,40903,VAN MOER Brent,28448,0.1,0,2023-01-29,-
1,1.1,Trofeo Playa de Palma,40902,VERNON Ethan,30035,2,0,2023-01-29,Arjan
2,1.1,Trofeo Playa de Palma,40902,GIRMAY HAILU Biniam,29474,0.3,0,2023-01-29,Nicky
3,1.1,Trofeo Playa de Palma,40902,VAN DE PAAR Jarne,29798,0.1,0,2023-01-29,-
1,2.1s,"La Tropicale Amissa Bongo, Stage 7 : Cap Esterias - Libreville",40886,SALBY Alexander,26419,0.2,0,2023-01-29,-
1,NC5,National Championships Thailand (Thong Pha Phum) R.R.,40908,KLAHAN Noppachai,31282,1,0,2023-01-29,-
1,NC5,National Championships Namibia (Windhoek) R.R.,40906,DE LANGE Tristan,28491,1,0,2023-01-29,-
