renner_id,renner,rider,ploegleider,kosten,team,nationality,age,punten,JPP
20777,GAVIRIA Fernando,GAVIRIA RENDON Fernando,Albert,3,MOV,COL,29,0,0
22018,GEOGHEGAN HART Tao,GEOGHEGAN HART Tao,Paul,2,IGD,GBR,28,0,0
29474,GIRMAY Biniam,GIRMAY HAILU Biniam,Nicky,19,ICW,ERI,23,0,0
31449,GLOAG Thomas,GLOAG Thomas,Frank,1,TJV,GBR,22,0,0
19238,GROENEWEGEN Dylan,GROENEWEGEN Dylan,Frank,14,JAY,NED,30,0,0
19548,GROSSSCHARTNER Felix,GROSSSCHARTNER Felix,Albert,1,UAD,AUT,30,0,0
26637,GROVES Kaden,GROVES Kaden,Vel,4,ADC,AUS,25,0,0
22683,GUERREIRO Ruben,GUERREIRO Ruben Antonio Almeida,Jan,1,MOV,POR,29,0,0
21212,HAIG Jack,HAIG Jack,Paul,1,TBV,AUS,30,0,0
15281,HALLER Marco,HALLER Marco,Harry,1,BOH,AUT,32,0,0
25289,HAMILTON Lucas,HAMILTON Lucas,Albert,1,JAY,AUS,27,0,0
27025,HAYTER Ethan,HAYTER Ethan,Jan,19,IGD,GBR,25,0,0
30635,HAYTER Leo,HAYTER Leo,Wijnand,1,IGD,GBR,22,0,0
29436,HEIDUK Kim,HEIDUK Kim,Albert,0,IGD,GER,23,0,0
4819,HERMANS Ben,HERMANS Ben,Albert,1,IPT,BEL,37,0,0
22077,HERMANS Quinten,HERMANS Quinten,Frank,1,ADC,BEL,28,0,0
17534,HERRADA Jesus,HERRADA LOPEZ Jesus,Paul,2,COF,ESP,33,0,0
25026,HIGUITA Sergio,HIGUITA GARCIA Sergio Andres,Kaspar,15,BOH,COL,26,0,0
23948,HINDLEY Jai,HINDLEY Jai,Kaspar,13,BOH,AUS,27,0,0
26509,HIRSCHI Marc,HIRSCHI Marc,Bram,10,UAD,SUI,25,0,0
17078,HIRT Jan,HIRT Jan,Wijnand,1,SOQ,CZE,32,0,0
26396,HODEG Alvaro,HODEG CHAGUI Alvaro Jose,Albert,1,UAD,COL,26,0,0
22702,HOFSTETTER Hugo,HOFSTETTER Hugo,Albert,2,ARK,FRA,29,0,0
25629,HONORE Mikkel,HONORE Mikkel Frølich,Harry,3,EFE,DEN,26,0,0
14321,IZAGIRRE Ion,IZAGIRRE INSAUSTI Ion,Harry,2,COF,ESP,34,0,0
23426,JAKOBSEN Fabio,JAKOBSEN Fabio,Kaspar,23,SOQ,NED,27,0,0
31567,JOHANNESSEN Tobias,JOHANNESSEN Tobias Halland,Albert,2,UXT,NOR,24,0,0
28057,JORGENSON Matteo,JORGENSON Matteo,Albert,1,MOV,USA,24,0,0
17901,JUNGELS Bob,JUNGELS Bob,Vel,3,BOH,LUX,31,0,0
23427,KÄMNA Lennard,KÄMNA Lennard,Jan,5,BOH,GER,27,0,0
24961,KANTER Max,KANTER Max,Frank,2,MOV,GER,26,0,0
15171,KELDERMAN Wilco,KELDERMAN Wilco,Albert,2,TJV,NED,32,0,0
16058,KONRAD Patrick,KONRAD Patrick,Albert,1,BOH,AUT,32,0,0
30643,KOOIJ Olav,KOOIJ Olav,Albert,13,TJV,NED,22,0,0
4179,KRISTOFF Alexander,KRISTOFF Alexander,Nicky,7,UXT,NOR,36,0,0
26420,KRON Andreas,KRON Andreas Lorentz,Paul,1,LTD,DEN,25,0,0
20960,KÜNG Stefan,KÜNG Stefan,PB,11,GFC,SUI,30,0,0
25653,KUSS Sepp,KUSS Sepp,Nicky,3,TJV,USA,29,0,0
12923,KWIATKOWSKI Michal,KWIATKOWSKI Michal,Harry,5,IGD,POL,33,0,0
26197,LAFAY Victor,LAFAY Victor,Jan,2,COF,FRA,27,0,0
19941,LAMPAERT Yves,LAMPAERT Yves,Harry,1,SOQ,BEL,32,0,0
14319,LANDA Mikel,LANDA MEANA Mikel,Harry,10,TBV,ESP,34,0,0
19953,LAPORTE Christophe,LAPORTE Christophe,Kaspar,15,TJV,FRA,31,0,0
20156,LATOUR Pierre,LATOUR Pierre,Kaspar,2,TEN,FRA,30,0,0
31621,LAURANCE Axel,LAURANCE Axel,Jan,1,ADD,FRA,22,0,0
29907,LEEMREIZE Gijs,LEEMREIZE Gijs,Vel,1,TJV,NED,24,0,0
27653,LEKNESSUND Andreas,LEKNESSUND Andreas,Paul,2,DSM,NOR,24,0,0
27132,LOPEZ Juan Pedro,LOPEZ PEREZ Juan Pedro,PB,1,TFS,ESP,26,0,0
23334,LOPEZ Miguel Angel,LOPEZ MORENO Miguel Angel,Nicky,5,???,COL,29,0,0
29982,LOUVEL Matis,LOUVEL Matis,Paul,3,ARK,FRA,24,0,0
18455,LUTSENKO Alexey,LUTSENKO Alexey,Vel,6,AST,KAZ,31,0,0
26271,MÄDER Gino,MÄDER Gino,Bram,5,TBV,SUI,26,0,0
24758,MADOUAS Valentin,MADOUAS Valentin,PB,6,GFC,FRA,27,0,0
14310,MAJKA Rafal,MAJKA Rafal,Kees,1,UAD,POL,34,0,0
22713,MARECZKO Jakub,MARECZKO Jakub,Harry,1,ADC,ITA,29,0,0
28641,MARIT Arne,MARIT Arne,Wijnand,0,ICW,BEL,24,0,0
19994,MARTIN Guillaume,MARTIN Guillaume,Jan,4,COF,FRA,30,0,0
23503,MARTINEZ Daniel,MARTINEZ POVEDA Daniel Felipe,Bram,12,IGD,COL,27,0,0
32721,MARTINEZ Lenny,MARTINEZ Lenny,Kees,1,GFC,FRA,20,0,0
22794,MAS NICOLAU Enric,MAS NICOLAU Enric,PB,17,MOV,ESP,28,0,0
20535,MASNADA Fausto,MASNADA Fausto,Paul,2,SOQ,ITA,30,0,0
13066,MATTHEWS Michael,MATTHEWS Michael,Bram,12,JAY,AUS,33,0,0
26508,MCNULTY Brandon,MCNULTY Brandon,Kees,7,UAD,USA,25,0,0
26421,MEEUS Jordi,MEEUS Jordi,Vel,5,BOH,BEL,25,0,0
18413,MEINTJES Louis,MEINTJES Louis,Wijnand,1,ICW,RSA,31,0,0
17988,MERLIER Tim,MERLIER Tim,Wijnand,14,SOQ,BEL,31,0,0
32946,MIHKELS Madis,MIHKELS Madis,Albert,1,ICW,EST,20,0,0
29359,MILAN Jonathan,MILAN Jonathan,Bram,2,TBV,ITA,23,0,0
21145,MOHORIC Matej,MOHORIC Matej,Frank,16,TBV,SLO,29,0,0
23463,MOLANO Juan,MOLANO BENAVIDES Juan Sebastian,PB,1,UAD,COL,29,0,0
5139,MOLLEMA Bauke,MOLLEMA Bauke,Roy,2,TFS,NED,37,0,0
22676,MOSCON Gianni,MOSCON Gianni,PB,2,AST,ITA,29,0,0
28037,MOZZATO Luca,MOZZATO Luca,Nicky,2,ARK,ITA,25,0,0
21392,NAESEN Oliver,NAESEN Oliver,Harry,1,ACT,BEL,33,0,0
25157,NARVAEZ Jhonatan,NARVAEZ PRADO Jhonatan Manuel,Nicky,1,IGD,ECU,26,0,0
13863,NIZZOLO Giacomo,NIZZOLO Giacomo,PB,1,IPT,ITA,34,0,0
27072,OLDANI Stefano,OLDANI Stefano,Frank,1,ADC,ITA,25,0,0
21931,OOMEN Sam,OOMEN Sam,Harry,1,TJV,NED,28,0,0
23763,O'CONNOR Ben,O'CONNOR Ben,Harry,7,ACT,AUS,28,0,0
24293,PADUN Mark,PADUN Mark,PB,1,EFE,UKR,27,0,0
30663,PAGE Hugo,PAGE Hugo,Albert,1,ICW,FRA,22,0,0
24110,PARET-PEINTRE Aurélien,PARET-PEINTRE Aurélien,Nicky,0,ACT,FRA,27,0,0
21992,PEDERSEN Mads,PEDERSEN Mads,Harry,18,TFS,DEN,28,0,0
26392,PHILIPSEN Jasper,PHILIPSEN Jasper,Nicky,11,ADC,BEL,25,0,0
30648,PICCOLO Andrea,PICCOLO Andrea,Albert,3,EFE,ITA,22,0,0
27708,PIDCOCK Thomas,PIDCOCK Thomas,Albert,20,IGD,GBR,24,0,0
13080,PINOT Thibaut,PINOT Thibaut,Nicky,4,GFC,FRA,33,0,0
29787,PLAPP Lucas,PLAPP Lucas,Vel,5,IGD,AUS,23,0,0
29528,PLOWRIGHT Jensen,PLOWRIGHT Jensen,Frank,1,ADC,AUS,23,0,0
7751,POELS Wout,POELS Wout,Roy,1,TBV,NED,36,0,0
26526,POGACAR Tadej,POGACAR Tadej,Kees,83,UAD,SLO,25,0,0
17940,POLANC Jan,POLANC Jan,Vel,1,UAD,SLO,31,0,0
20847,POLITT Nils,POLITT Nils,Albert,3,BOH,GER,29,0,0
24902,POWLESS Neilson,POWLESS Neilson,Harry,6,EFE,USA,27,0,0
12843,QUINTANA Nairo,QUINTANA ROJAS Nairo Alexander,Roy,5,???,COL,33,0,0
30836,RODRIGUEZ Carlos,RODRIGUEZ CANO Carlos,Roy,12,IGD,ESP,22,0,0
20719,ROGLIC Primoz,ROGLIC Primoz,Bram,38,TJV,SLO,34,0,0
21958,ROTA Lorenzo,ROTA Lorenzo,Paul,3,ICW,ITA,28,0,0
13229,ROWE Luke,ROWE Luke,Arjan,0,IGD,GBR,33,0,0
27024,RUBIO Einer Augusto,RUBIO REYES Einer Augusto,Frank,0,MOV,COL,25,0,0
12193,SAGAN Peter,SAGAN Peter,Roy,5,TEN,SVK,33,0,0
333,SANCHEZ Luis Leon,SANCHEZ GIL Luis Leon,Albert,1,AST,ESP,40,0,0
21267,SARREAU Marc,SARREAU Marc,Roy,1,ACT,FRA,30,0,0
20798,SCHACHMANN Max,SCHACHMANN Maximilian,Bram,9,BOH,GER,29,0,0
26301,SCHELLING Ide,SCHELLING Ide,Harry,2,BOH,NED,25,0,0
29214,SCHMID Mauro,SCHMID Mauro,Jan,4,SOQ,SUI,24,0,0
19903,SENECHAL Florian,SENECHAL Florian,Wijnand,5,SOQ,FRA,30,0,0
25671,SERRANO Gonzalo,SERRANO RODRIGUEZ Gonzalo,Harry,2,MOV,ESP,29,0,0
31598,SHEFFIELD Magnus,SHEFFIELD Magnus,Jan,6,IGD,USA,21,0,0
30666,SIMMONS Quinn,SIMMONS Quinn,Bram,1,TFS,USA,22,0,0
7834,SIMON Julien,SIMON Julien,Jan,1,TEN,FRA,38,0,0
24934,SIVAKOV Pavel,SIVAKOV Pavel,Paul,7,IGD,FRA,26,0,0
30166,SKJELMOSE Mattias,SKJELMOSE JENSEN Mattias,Kaspar,7,TFS,DEN,23,0,0
16739,SKUJINS Toms,SKUJINS Toms,Kees,0,TFS,LAT,32,0,0
27033,SOBRERO Matteo,SOBRERO Matteo,Vel,2,JAY,ITA,26,0,0
23299,SOLER Marc,SOLER GIMENEZ Marc,Vel,2,UAD,ESP,30,0,0
26378,SOSA Ivan Ramiro,SOSA CUERVO Ivan Ramiro,Nicky,7,MOV,COL,26,0,0
26409,STANNARD Robert,STANNARD Robert,Kees,2,ADC,AUS,25,0,0
25081,STEIMLE Jannik,STEIMLE Jannik,Jan,1,SOQ,GER,27,0,0
28437,STEWART Jake,STEWART Jake,Jan,2,GFC,GBR,24,0,0
25335,STORER Michael,STORER Michael,Vel,2,GFC,AUS,26,0,0
29492,STRONG Corbin,STRONG Corbin,PB,1,IPT,NZL,23,0,0
18233,STUYVEN Jasper,STUYVEN Jasper,PB,6,TFS,BEL,31,0,0
26437,SWIFT Connor,SWIFT Connor,PB,1,IGD,GBR,28,0,0
28234,TESFATSION Natnael,TESFATSION Natnael Ocbit,Kaspar,3,TFS,ERI,24,0,0
29883,TESSON Jason,TESSON Jason,Jan,1,TEN,FRA,25,0,0
19165,TEUNISSEN Mike,TEUNISSEN Mike,Albert,2,ICW,NED,31,0,0
17908,TEUNS Dylan,TEUNS Dylan,Harry,4,IPT,BEL,31,0,0
16697,THEUNS Edward,THEUNS Edward,Harry,0,TFS,BEL,32,0,0
27085,THIJSSEN Gerben,THIJSSEN Gerben,Albert,1,ICW,BEL,25,0,0
23641,THOMAS Benjamin,THOMAS Benjamin,Paul,3,COF,FRA,28,0,0
3891,THOMAS Geraint,THOMAS Geraint,Arjan,9,IGD,GBR,37,0,0
25623,TILLER Rasmus Fossum,TILLER Rasmus Fossum,PB,1,UXT,NOR,27,0,0
12748,TRATNIK Jan,TRATNIK Jan,Kees,1,TJV,SLO,33,0,0
13270,TRENTIN Matteo,TRENTIN Matteo,Nicky,4,UAD,ITA,34,0,0
30630,TULETT Ben,TULETT Ben,Albert,3,IGD,GBR,22,0,0
21312,TURGIS Anthony,TURGIS Anthony,Vel,3,TEN,FRA,29,0,0
27923,TURNER Benjamin,TURNER Benjamin,Arjan,1,IGD,GBR,24,0,0
31803,UIJTDEBROEKS Cian,UIJTDEBROEKS Cian,Vel,2,BOH,BEL,20,0,0
10023,ULISSI Diego,ULISSI Diego,Paul,2,UAD,ITA,34,0,0
4099,URAN URAN Rigoberto,URAN URAN Rigoberto,Bram,4,EFE,COL,36,0,0
18123,VALGREN Michael,VALGREN HUNDAHL (ANDERSEN) Michael,Harry,1,EFD,DEN,31,0,0
27198,VALTER Attila,VALTER Attila,Kees,2,TJV,HUN,25,0,0
20730,VAN AERT Wout,VAN AERT Wout,Frank,61,TJV,BEL,29,0,0
3333,VAN AVERMAET Greg,VAN AVERMAET Greg,Albert,1,ACT,BEL,38,0,0
17794,VAN BAARLE Dylan,VAN BAARLE Dylan,Nicky,7,TJV,NED,31,0,0
19897,VAN DER HOORN Taco,VAN DER HOORN Taco,Nicky,1,ICW,NED,30,0,0
21971,VAN DER POEL Mathieu,VAN DER POEL Mathieu,Vel,40,ADC,NED,28,0,0
30641,VAN DIJKE Mick,VAN DIJKE Mick,Arjan,2,TJV,NED,23,0,0
21952,VAN GESTEL Dries,VAN GESTEL Dries,Roy,2,TEN,BEL,29,0,0
19483,VAN LERBERGHE Bert,VAN LERBERGHE Bert,Arjan,1,SOQ,BEL,31,0,0
19242,VAN POPPEL Danny,VAN POPPEL Danny,Jan,1,BOH,NED,30,0,0
28579,VAN TRICHT Stan,VAN TRICHT Stan,Jan,1,SOQ,BEL,24,0,0
30636,VAN UDEN Casper,VAN UDEN Casper,Jan,1,DSM,NED,22,0,0
29828,VAN WILDER Ilan,VAN WILDER Ilan,Wijnand,1,SOQ,BEL,23,0,0
7728,VANMARCKE Sep,VANMARCKE Sep,Jan,1,IPT,BEL,35,0,0
28580,VANSEVENANT Mauri,VANSEVENANT Mauri,Wijnand,2,SOQ,BEL,24,0,0
31264,VAUQUELIN Kévin,VAUQUELIN Kévin,Albert,2,ARK,FRA,22,0,0
28127,VERMEERSCH Florian,VERMEERSCH Florian,Albert,2,LTD,BEL,24,0,0
18247,VERMEERSCH Gianni,VERMEERSCH Gianni,Paul,0,ADC,BEL,31,0,0
30035,VERNON Ethan,VERNON Ethan,Arjan,1,SOQ,GBR,23,0,0
29568,VINE Jay,VINE Jay,Vel,2,UAD,AUS,28,0,0
25740,VINGEGAARD Jonas,VINGEGAARD RASMUSSEN Jonas,Arjan,43,TJV,DEN,27,0,0
13240,VIVIANI Elia,VIVIANI Elia,Paul,3,IGD,ITA,34,0,0
24316,VLASOV Aleksandr,VLASOV Aleksandr,Harry,19,BOH,RUS,27,0,0
28509,WALLS Matthew,WALLS Matthew,PB,1,BOH,GBR,25,0,0
19646,WALSCHEID Maximilian,WALSCHEID Maximilian,PB,1,COF,GER,30,0,0
16722,WELLENS Tim,WELLENS Tim,Albert,5,UAD,BEL,32,0,0
23517,WELSFORD Samuel,WELSFORD Samuel,PB,1,DSM,AUS,27,0,0
20257,WOODS Michael,WOODS Michael,Albert,2,IPT,CAN,37,0,0
28446,WRIGHT Fred,WRIGHT Fred,Jan,5,TBV,GBR,24,0,0
18975,YATES Adam,YATES Adam,Paul,12,UAD,GBR,31,0,0
17893,YATES Simon,YATES Simon,PB,13,JAY,GBR,31,0,0
27749,ZANA Filippo,ZANA Filippo,Vel,2,JAY,ITA,24,0,0
31263,ZINGLE Axel,ZINGLE Axel,Paul,4,COF,FRA,25,0,0
