renner_id,renner,rider,ploegleider,kosten,team,nationality,age,punten,JPP
24934,SIVAKOV Pavel,SIVAKOV Pavel,Albert,7,UAD,FRA,26,0,0
29359,MILAN Jonathan,MILAN Jonathan,Albert,6,LTK,ITA,23,2.3,0
19238,GROENEWEGEN Dylan,GROENEWEGEN Dylan,Albert,6,JAY,NED,30,3,35
17881,BILBAO LOPEZ DE ARMENTIA Pello,BILBAO LOPEZ DE ARMENTIA Pello,Albert,6,TBV,ESP,33,1,41
14319,LANDA MEANA Mikel,LANDA MEANA Mikel,Albert,6,SOQ,ESP,34,0,0
31264,VAUQUELIN Kevin,VAUQUELIN Kevin,Albert,5,ARK,FRA,22,0.6,8
31567,JOHANNESSEN Tobias Halland,JOHANNESSEN Tobias Halland,Albert,5,UXT,NOR,24,0.3,0
20798,SCHACHMANN Maximilian,SCHACHMANN Maximilian,Albert,4,BOH,GER,29,0,0
28446,WRIGHT Fred,WRIGHT Fred,Albert,4,TBV,GBR,24,0,0
29787,PLAPP Lucas,PLAPP Lucas,Albert,4,JAY,AUS,23,0,16
30630,TULETT Ben,TULETT Ben,Albert,4,TJV,GBR,22,0,0
23517,WELSFORD Samuel,WELSFORD Samuel,Albert,4,DSM,AUS,27,3.0,0
29187,WAERENSKJOLD Soren,WAERENSKJOLD Soren,Albert,4,UXT,NOR,23,0.2,0
28127,VERMEERSCH Florian,VERMEERSCH Florian,Albert,4,LTD,BEL,24,0,0
26378,SOSA CUERVO Ivan Ramiro,SOSA CUERVO Ivan Ramiro,Albert,3,MOV,COL,26,0,0
19903,SENECHAL Florian,SENECHAL Florian,Albert,3,ARK,FRA,30,0,0
30035,VERNON Ethan,VERNON Ethan,Albert,3,IPT,GBR,23,0.2,0
29214,SCHMID Mauro,SCHMID Mauro,Albert,3,JAY,SUI,24,0,0
31550,STAUNE-MITTET Johannes,STAUNE-MITTET Johannes,Albert,2,TJV,NOR,21,0,0
31724,ONLEY Oscar,ONLEY Oscar,Albert,2,DSM,GBR,21,1.5,20
32720,VADER Milan,VADER Milan,Albert,2,TJV,NED,27,0,0
25335,STORER Michael,STORER Michael,Albert,2,FDJ,AUS,26,0,16
32225,VAN EETVELT Lennert,VAN EETVELT Lennert,Albert,2,LTD,BEL,22,7.5,50
28521,VAN GILS Maxim,VAN GILS Maxim,Albert,2,LTD,BEL,24,1.8,82
19242,VAN POPPEL Danny,VAN POPPEL Danny,Albert,2,BOH,NED,30,0,0
33567,SEGAERT Alec,SEGAERT Alec,Albert,1,LTD,BEL,20,2,0
15171,KELDERMAN Wilco,KELDERMAN Wilco,Albert,1,TJV,NED,32,0,12
20777,GAVIRIA RENDON Fernando,GAVIRIA RENDON Fernando,Albert,1,MOV,COL,29,0.2,0
32809,POOLE Max,POOLE Max,Albert,1,DSM,GBR,20,0,14
19165,TEUNISSEN Mike,TEUNISSEN Mike,Albert,1,ICW,NED,31,0,0
25740,VINGEGAARD RASMUSSEN Jonas,VINGEGAARD RASMUSSEN Jonas,Arjan,63,TJV,DEN,27,14.6,50
24926,BERNAL GOMEZ Egan Arley,BERNAL GOMEZ Egan Arley,Arjan,16,IGD,COL,26,1.1,39
25653,KUSS Sepp,KUSS Sepp,Arjan,10,TJV,USA,29,0,12
3891,THOMAS Geraint,THOMAS Geraint,Arjan,5,IGD,GBR,37,0,0
27923,TURNER Ben,TURNER Ben,Arjan,2,IGD,GBR,24,0,0
13272,PUCCIO Salvatore,PUCCIO Salvatore,Arjan,1,IGD,ITA,34,0,0
26437,SWIFT Connor,SWIFT Connor,Arjan,1,IGD,GBR,28,0,0
13240,VIVIANI Elia,VIVIANI Elia,Arjan,1,IGD,ITA,34,0.3,0
9811,CASTROVIEJO NICOLAS Jonathan,CASTROVIEJO NICOLAS Jonathan,Arjan,1,IGD,ESP,36,0,0
23536,VARGAS ALZATE Walter Alejandro,VARGAS ALZATE Walter Alejandro,Arjan,0,MED,COL,31,0,0
20730,VAN AERT Wout,VAN AERT Wout,Bram,49,TJV,BEL,29,5.3,97
26509,HIRSCHI Marc,HIRSCHI Marc,Bram,14,UAD,SUI,25,4.5,91
22794,MAS NICOLAU Enric,MAS NICOLAU Enric,Bram,13,MOV,ESP,28,0,0
27025,HAYTER Ethan,HAYTER Ethan,Bram,9,IGD,GBR,25,0,0
24189,COSNEFROY Benoit,COSNEFROY Benoit,Bram,8,A2R,FRA,28,2.2,26
13362,BENNETT Sam,BENNETT Sam,Bram,3,A2R,IRL,33,0,0
35802,AUGUST Andrew,AUGUST Andrew,Bram,1,IGD,USA,18,0,0
31511,RAFFERTY Darren,RAFFERTY Darren,Bram,1,EFE,IRL,20,0,16
31833,LAMPERTI Luke,LAMPERTI Luke,Bram,1,SOQ,USA,21,0.4,14
30666,SIMMONS Quinn,SIMMONS Quinn,Bram,1,LTK,USA,22,0,0
31678,ROMO OLIVER Javier,ROMO OLIVER Javier,Bram,0,MOV,ESP,24,0,10
20719,ROGLIC Primoz,ROGLIC Primoz,Frank,43,BOH,SLO,34,0,8
31654,AYUSO PESQUERA Juan,AYUSO PESQUERA Juan,Frank,25,UAD,ESP,21,9.5,145
17988,MERLIER Tim,MERLIER Tim,Frank,12,SOQ,BEL,31,5.9,50
30595,LAZKANO LOPEZ Oier,LAZKANO LOPEZ Oier,Frank,6,MOV,ESP,24,2.5,25
27024,RUBIO REYES Einer Augusto,RUBIO REYES Einer Augusto,Frank,5,MOV,COL,25,0,10
26420,KRON Andreas Lorentz,KRON Andreas Lorentz,Frank,4,LTD,DEN,25,0,0
31449,GLOAG Thomas,GLOAG Thomas,Frank,2,TJV,GBR,22,0,0
18608,BYSTROM Sven Erik,BYSTROM Sven Erik,Frank,1,FDJ,NOR,31,0,0
22703,PETERS Nans,PETERS Nans,Frank,1,A2R,FRA,29,0,0
19274,DE BUYST Jasper,DE BUYST Jasper,Frank,1,LTD,BEL,30,0,0
22010,BIERMANS Jenthe,BIERMANS Jenthe,Frank,0,ARK,BEL,28,0.2,0
21971,VAN DER POEL Mathieu,VAN DER POEL Mathieu,Harry,70,ADC,NED,28,0,8
24902,POWLESS Neilson,POWLESS Neilson,Harry,10,EFE,USA,27,0,0
23940,ARANBURU DEBA Alex,ARANBURU DEBA Alex,Harry,4,MOV,ESP,28,0.1,0
22020,BALLERINI Davide,BALLERINI Davide,Harry,3,AST,ITA,29,0,0
30642,VAN DIJKE Tim,VAN DIJKE Tim,Harry,2,TJV,NED,23,0,0
26376,BISSEGGER Stefan,BISSEGGER Stefan,Harry,2,EFE,SUI,25,0,0
21014,CARTHY Hugh,CARTHY Hugh,Harry,2,EFE,GBR,29,0,0
22910,CAVAGNA Remi,CAVAGNA Remi,Harry,2,SOQ,FRA,28,0,0
6807,COSTA Rui Alberto Faria,COSTA Rui Alberto Faria,Harry,2,EFE,POR,37,0,0
24932,EENKHOORN Pascal,EENKHOORN Pascal,Harry,1,LTD,NED,26,0,0
27153,CHAMPOUSSIN Clement,CHAMPOUSSIN Clement,Harry,1,ARK,FRA,25,0,0
19941,LAMPAERT Yves,LAMPAERT Yves,Harry,1,SOQ,BEL,32,0,0
26301,SCHELLING Ide,SCHELLING Ide,Harry,0,AST,NED,25,0,0
17893,YATES Simon,YATES Simon,Jan,19,JAY,GBR,31,2.2,14
16653,DEMARE Arnaud,DEMARE Arnaud,Jan,9,ARK,FRA,32,0,0
32766,GREGOIRE Romain,GREGOIRE Romain,Jan,9,FDJ,FRA,20,1,35
26383,GALL Felix,GALL Felix,Jan,6,A2R,AUT,25,0,30
31598,SHEFFIELD Magnus,SHEFFIELD Magnus,Jan,5,IGD,USA,21,0,0
16722,WELLENS Tim,WELLENS Tim,Jan,5,UAD,BEL,32,1.1,35
25026,HIGUITA GARCIA Sergio Andres,HIGUITA GARCIA Sergio Andres,Jan,4,BOH,COL,26,2,35
25623,TILLER Rasmus Fossum,TILLER Rasmus Fossum,Jan,4,UXT,NOR,27,0,0
27749,ZANA Filippo,ZANA Filippo,Jan,3,JAY,ITA,24,0,10
23427,KEMNA Lennard,KEMNA Lennard,Jan,3,BOH,GER,27,0,12
18233,STUYVEN Jasper,STUYVEN Jasper,Jan,3,LTK,BEL,31,0,34
31621,LAURANCE Axel,LAURANCE Axel,Jan,2,ADC,FRA,22,0.2,0
28580,VANSEVENANT Mauri,VANSEVENANT Mauri,Jan,2,SOQ,BEL,24,0,14
25671,SERRANO RODRIGUEZ Gonzalo,SERRANO RODRIGUEZ Gonzalo,Jan,2,MOV,ESP,29,0,0
30663,PAGE Hugo,PAGE Hugo,Jan,2,ICW,FRA,22,0,18
32185,NYS Thibau,NYS Thibau,Jan,2,LTK,BEL,21,0,0
26965,DAINESE Alberto,DAINESE Alberto,Jan,2,TUD,ITA,25,0.3,0
20917,ACKERMANN Pascal,ACKERMANN Pascal,Jan,2,IPT,GER,29,0,20
28553,DVERSNES Fredrik,DVERSNES Fredrik,Jan,2,UXT,NOR,26,0,0
23299,SOLER GIMENEZ Marc,SOLER GIMENEZ Marc,Jan,2,UAD,ESP,30,0,0
24326,AULAR SANABRIA Orluis Alberto,AULAR SANABRIA Orluis Alberto,Jan,2,CJR,VEN,27,0,0
24110,PARET PEINTRE Aurélien,PARET PEINTRE Aurélien,Jan,2,A2R,FRA,27,0.1,10
13270,TRENTIN Matteo,TRENTIN Matteo,Jan,2,TUD,ITA,34,0.5,35
30648,PICCOLO Andrea,PICCOLO Andrea,Jan,1,EFE,ITA,22,0,0
31495,PARET PEINTRE Valentin,PARET PEINTRE Valentin,Jan,1,A2R,FRA,22,0,12
26429,EEKHOFF Nils,EEKHOFF Nils,Jan,1,DSM,NED,25,0,18
22683,GUERREIRO Ruben Antonio Almeida,GUERREIRO Ruben Antonio Almeida,Jan,1,MOV,POR,29,0,10
13863,NIZZOLO Giacomo,NIZZOLO Giacomo,Jan,1,Q36,ITA,34,0,0
30686,PENHOET Paul,PENHOET Paul,Jan,1,FDJ,FRA,22,0,0
32946,MIHKELS Madis,MIHKELS Madis,Jan,0,ICW,EST,20,0,0
26482,ALMEIDA Joao Pedro Gonzalves,ALMEIDA Joao Pedro Gonzalves,Kaspar,19,UAD,POR,25,0,0
18610,ALAPHILIPPE Julian,ALAPHILIPPE Julian,Kaspar,18,SOQ,FRA,31,0,26
30166,SKJELMOSE JENSEN Mattias,SKJELMOSE JENSEN Mattias,Kaspar,18,LTK,DEN,23,2.0,63
23426,JAKOBSEN Fabio,JAKOBSEN Fabio,Kaspar,14,DSM,NED,27,1,35
34297,TARLING Joshua,TARLING Joshua,Kaspar,11,IGD,GBR,19,0.2,0
23948,HINDLEY Jai,HINDLEY Jai,Kaspar,9,BOH,AUS,27,1,43
30442,HAGENES Per Strand,HAGENES Per Strand,Kaspar,5,TJV,NOR,20,0,0
10023,ULISSI Diego,ULISSI Diego,Kaspar,4,UAD,ITA,34,0.2,40
28448,VAN MOER Brent,VAN MOER Brent,Kaspar,2,LTD,BEL,25,0,14
9851,DEGENKOLB John,DEGENKOLB John,Kaspar,0,DSM,GER,34,0,0
21992,PEDERSEN Mads,PEDERSEN Mads,Kees,20,LTK,DEN,28,5.8,20
18975,YATES Adam,YATES Adam,Kees,20,UAD,GBR,31,4.3,50
28846,HEALY Ben,HEALY Ben,Kees,10,EFE,IRL,23,0,20
32721,MARTINEZ Lenny,MARTINEZ Lenny,Kees,7,FDJ,FRA,20,6.3,62
29828,VAN WILDER Ilan,VAN WILDER Ilan,Kees,7,SOQ,BEL,23,0,20
22018,GEOGHEGAN HART Tao,GEOGHEGAN HART Tao,Kees,6,LTK,GBR,28,0,0
27716,ARENSMAN Thymen,ARENSMAN Thymen,Kees,5,IGD,NED,24,0,34
26508,MCNULTY Brandon,MCNULTY Brandon,Kees,4,UAD,USA,25,6.0,75
24873,FOSS Tobias Svendsen,FOSS Tobias Svendsen,Kees,2,IGD,NOR,26,0,0
20847,POLITT Nils,POLITT Nils,Kees,2,UAD,GER,29,3,35
26388,BJERG Mikkel,BJERG Mikkel,Kees,2,UAD,DEN,25,0,0
27126,MOSCHETTI Matteo,MOSCHETTI Matteo,Kees,2,Q36,ITA,27,1,35
26197,LAFAY Victor,LAFAY Victor,Kees,2,A2R,FRA,27,0,0
24180,MENTEN Milan,MENTEN Milan,Kees,2,LTD,BEL,27,0,12
33556,DEL TORO ROMERO Isaac,DEL TORO ROMERO Isaac,Kees,1,,MEX,20,2.5,45
33100,PELLIZZARI Giulio,PELLIZZARI Giulio,Kees,1,GBF,ITA,20,0,0
30562,FISHER-BLACK Finn,FISHER-BLACK Finn,Kees,1,UAD,NZL,22,2.9,25
32834,COSTIOU Ewen,COSTIOU Ewen,Kees,1,ARK,FRA,21,0,0
21504,DENZ Nico,DENZ Nico,Kees,1,BOH,GER,29,0,0
16941,CHAVES RUBIO Jhoan Esteban,CHAVES RUBIO Jhoan Esteban,Kees,1,EFE,COL,33,0,0
17908,TEUNS Dylan,TEUNS Dylan,Kees,1,IPT,BEL,31,0,0
16697,THEUNS Edward,THEUNS Edward,Kees,1,LTK,BEL,32,0,0
14310,MAJKA Rafal,MAJKA Rafal,Kees,1,UAD,POL,34,0,0
29419,BARONCINI Filippo,BARONCINI Filippo,Kees,0,UAD,ITA,23,0,0
26392,PHILIPSEN Jasper,PHILIPSEN Jasper,Nicky,28,ADC,BEL,25,16.5,75
24758,MADOUAS Valentin,MADOUAS Valentin,Nicky,11,FDJ,FRA,27,0,0
29474,GIRMAY HAILU Biniam,GIRMAY HAILU Biniam,Nicky,10,ICW,ERI,23,2,0
23558,ASGREEN Kasper,ASGREEN Kasper,Nicky,7,SOQ,DEN,28,0,0
13566,BARDET Romain,BARDET Romain,Nicky,7,DSM,FRA,33,0.1,0
18749,FORMOLO Davide,FORMOLO Davide,Nicky,6,MOV,ITA,31,0,14
23763,O'CONNOR Ben,O'CONNOR Ben,Nicky,4,A2R,AUS,28,4.7,53
19448,CORT NIELSEN Magnus,CORT NIELSEN Magnus,Nicky,3,UXT,DEN,30,0,0
19994,MARTIN Guillaume,MARTIN Guillaume,Nicky,3,COF,FRA,30,0,0
20861,BAUHAUS Phil,BAUHAUS Phil,Nicky,2,TBV,GER,29,1,0
25157,NARVAEZ PRADO Jhonatan Manuel,NARVAEZ PRADO Jhonatan Manuel,Nicky,2,IGD,ECU,26,4,53
21930,BOL Cees,BOL Cees,Nicky,2,AST,NED,28,0,0
29332,VERMAERKE Kevin,VERMAERKE Kevin,Nicky,2,DSM,USA,23,0,34
18714,COQUARD Bryan,COQUARD Bryan,Nicky,2,COF,FRA,31,0.3,0
17534,HERRADA LOPEZ Jesus,HERRADA LOPEZ Jesus,Nicky,2,COF,ESP,33,0,0
4179,KRISTOFF Alexander,KRISTOFF Alexander,Nicky,2,UXT,NOR,36,0.3,0
20535,MASNADA Fausto,MASNADA Fausto,Nicky,1,SOQ,ITA,30,0,0
12254,BENNETT George,BENNETT George,Nicky,1,IPT,NZL,33,0,0
16058,KONRAD Patrick,KONRAD Patrick,Nicky,1,LTK,AUT,32,0,0
26775,CEPEDA ORTIZ Jefferson Alexander,CEPEDA ORTIZ Jefferson Alexander,Nicky,1,EFE,ECU,25,0,0
17627,BARGUIL Warren,BARGUIL Warren,Nicky,1,DSM,FRA,32,0,36
17794,VAN BAARLE Dylan,VAN BAARLE Dylan,Nicky,1,TJV,NED,31,0,0
28037,MOZZATO Luca,MOZZATO Luca,Nicky,1,ARK,ITA,25,4,50
23429,PEDERSEN Casper Phillip,PEDERSEN Casper Phillip,Nicky,0,SOQ,DEN,27,0,0
21342,CARAPAZ MONTENEGRO Richard Antonio,CARAPAZ MONTENEGRO Richard Antonio,Paul,16,EFE,ECU,30,1.0,0
19953,LAPORTE Christophe,LAPORTE Christophe,Paul,11,TJV,FRA,31,0.2,46
